RegionName,City,State,Metro,CountyName,SizeRank,2017_avg,2017_std,2018_avg,2018_std
10025,New York,NY,New York-Newark-Jersey City,New York County,1,3449.375,39.14616041,3416,18.68154169
60657,Chicago,IL,Chicago-Naperville-Elgin,Cook County,2,1929.833333,120.8593076,1868.75,88.49611573
10023,New York,NY,New York-Newark-Jersey City,New York County,3,3701.791667,57.86566999,3626.95,88.5097311
77494,Katy,TX,Houston-The Woodlands-Sugar Land,Harris County,4,2084.166667,102.0994885,2080,54.54356057
60614,Chicago,IL,Chicago-Naperville-Elgin,Cook County,5,2236.625,107.7220816,2080.4,89.40604006
79936,El Paso,TX,El Paso,El Paso County,6,1026.666667,28.30881292,1021.5,23.56374334
77449,Katy,TX,Houston-The Woodlands-Sugar Land,Harris County,7,1421.875,17.7695022,1491.7,17.02967997
77084,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,8,1419.375,24.02526882,1472.7,25.4039367
10002,New York,NY,New York-Newark-Jersey City,New York County,9,3125.625,149.5762243,3165.5,67.51666461
60640,Chicago,IL,Chicago-Naperville-Elgin,Cook County,10,1523.333333,59.31319883,1479.5,48.29337429
94109,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,11,4091.208333,159.7518203,4388.75,153.4814728
11226,New York,NY,New York-Newark-Jersey City,Kings County,12,1564.875,68.59182562,1649.75,67.55044411
10016,New York,NY,New York-Newark-Jersey City,New York County,13,3505.833333,15.11529762,3487.95,42.73256955
37013,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,14,1460.125,40.00214838,1555.95,40.16992034
11375,New York,NY,New York-Newark-Jersey City,Queens County,15,2323.541667,203.1329058,2050,70.71067812
11235,New York,NY,New York-Newark-Jersey City,Kings County,16,2404.125,72.77022199,2289.75,116.7071656
78660,Pflugerville,TX,Austin-Round Rock,Travis County,17,1568.75,30.14720827,1636.55,26.66312997
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,18,3074.363636,192.1001267,3091.5,85.47806736
60647,Chicago,IL,Chicago-Naperville-Elgin,Cook County,19,2105.625,140.5425684,2011.7,80.19513701
37211,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,20,1546.041667,64.07562535,1545.25,40.59633604
10029,New York,NY,New York-Newark-Jersey City,New York County,21,3286.875,41.29574484,3273.25,39.57666611
10009,New York,NY,New York-Newark-Jersey City,New York County,22,3430.416667,55.26294469,3427.75,44.74161933
60618,Chicago,IL,Chicago-Naperville-Elgin,Cook County,23,1799.958333,68.50196419,1842.5,80.07808689
10011,New York,NY,New York-Newark-Jersey City,New York County,24,3866.458333,66.48510433,3736.35,41.69115614
77573,League City,TX,Houston-The Woodlands-Sugar Land,Galveston County,25,1927.416667,34.70220534,1919.75,39.7248348
10128,New York,NY,New York-Newark-Jersey City,New York County,26,3021.666667,35.24221742,3013.25,59.93798879
77584,Pearland,TX,Houston-The Woodlands-Sugar Land,Brazoria County,27,1904.916667,21.52695339,1905,33.1662479
11201,New York,NY,New York-Newark-Jersey City,Kings County,28,3380.833333,104.0160912,3272.25,85.81353331
28269,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,29,1399.75,44.30787176,1465.6,17.81544274
20002,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,30,2581.25,101.61457,2618.05,94.00916179
78130,New Braunfels,TX,San Antonio-New Braunfels,Comal County,31,1520.416667,24.27776189,1563,38.93584467
30349,Riverdale,GA,Atlanta-Sandy Springs-Roswell,Clayton County,32,1150.416667,29.13391018,1200.1,13.31690655
78572,Mission,TX,McAllen-Edinburg-Mission,Hidalgo County,33,1376.928571,95.8422918,1468.5,84.58871083
94565,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,34,2131.458333,76.0924488,2244.25,45.49793951
79912,El Paso,TX,El Paso,El Paso County,35,1254.375,18.76735308,1290.75,57.51141191
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,36,5261.166667,229.5089262,5527,560.0310259
78613,Cedar Park,TX,Austin-Round Rock,Williamson County,37,1699.791667,26.62350022,1717.5,24.1091269
75052,Grand Prairie,TX,Dallas-Fort Worth-Arlington,Dallas County,38,1585.166667,36.00192896,1648.25,49.13056584
20009,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,39,2800.958333,70.08698712,2686.75,52.297825
37042,Clarksville,TN,Clarksville,Montgomery County,40,1034.166667,52.35429516,1071.25,30.27478324
10462,New York,NY,New York-Newark-Jersey City,Bronx County,41,1443.625,45.59291109,1497.9,41.85976589
77433,Cypress,TX,Houston-The Woodlands-Sugar Land,Harris County,42,1689.208333,24.10952296,1727.25,27.98325392
73099,Yukon,OK,Oklahoma City,Canadian County,43,1256.666667,32.36081306,1269,23.32380758
10003,New York,NY,New York-Newark-Jersey City,New York County,44,3923.125,56.68925714,3797.25,50.45356776
77429,Cypress,TX,Houston-The Woodlands-Sugar Land,Harris County,45,1691.666667,14.1911553,1732.25,27.35073125
77479,Sugar Land,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,46,2070.833333,69.90569044,2072,84.44524853
63376,Saint Peters,MO,St. Louis,Saint Charles County,47,1330.625,55.78161473,1432,50.65570057
60613,Chicago,IL,Chicago-Naperville-Elgin,Cook County,48,1697.708333,53.39961701,1675.75,58.03070308
30044,Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,49,1350.666667,27.24452035,1425.4,29.87289742
77036,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,50,838.0833333,22.6521093,849.65,17.1494169
10463,New York,NY,New York-Newark-Jersey City,Bronx County,51,1978.125,105.3423239,1967.75,84.81929321
30043,Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,52,1479.375,21.79365829,1537,27.03701167
11209,New York,NY,New York-Newark-Jersey City,Kings County,53,2017.916667,87.14710584,1909.5,50.05996404
60625,Chicago,IL,Chicago-Naperville-Elgin,Cook County,54,1402.708333,28.27429511,1416,31.04834939
7030,Hoboken,NJ,New York-Newark-Jersey City,Hudson County,55,2713.75,47.39571886,2727.5,39.4493346
28277,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,56,1689.625,15.72302584,1675.9,22.11990054
75287,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,57,1531.208333,82.1851209,1607,85.22616969
10024,New York,NY,New York-Newark-Jersey City,New York County,58,3343.5,48.5322058,3351.15,48.77911951
85032,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,59,1315.541667,48.52510447,1412,51.48786265
78704,Austin,TX,Austin-Round Rock,Travis County,60,1738.875,67.3495623,1784.05,52.95727051
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,61,2883.291667,154.5289156,3159.9,104.2693148
77077,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,62,1838.666667,109.9977904,1956.25,104.7810217
78245,San Antonio,TX,San Antonio-New Braunfels,Bexar County,63,1324.375,32.0664187,1375,26.73948391
21234,Parkville,MD,Baltimore-Columbia-Towson,Baltimore County,64,1536.833333,40.46981042,1541.25,44.03478738
23464,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,65,1404.375,15.81550531,1456.75,55.65574993
30096,Duluth,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,66,1427.041667,50.31668806,1493,14.69693846
75243,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,67,1195.833333,5.89255651,1274.75,72.20154084
11214,New York,NY,New York-Newark-Jersey City,Kings County,68,2091.583333,136.5498739,1933.95,152.3398257
98052,Redmond,WA,Seattle-Tacoma-Bellevue,King County,69,2527.916667,121.1009966,2642.5,69.68679932
94501,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,70,3410.714286,161.387479,3382.5,228.0487886
11221,New York,NY,New York-Newark-Jersey City,Kings County,71,2395.541667,80.58056484,2530.45,116.8185452
60610,Chicago,IL,Chicago-Naperville-Elgin,Cook County,72,1867.125,35.87485482,1917.7,84.97564357
11229,New York,NY,New York-Newark-Jersey City,Kings County,73,2290.833333,143.7856236,2119.8,118.4194241
77379,Tomball,TX,Houston-The Woodlands-Sugar Land,Harris County,74,1715.833333,30.33379121,1727,34.51086785
78666,San Marcos,TX,Austin-Round Rock,Hays County,75,1392.5,62.53332445,1411.9,58.85142309
10019,New York,NY,New York-Newark-Jersey City,New York County,76,3571.625,33.43346938,3564.8,29.45012733
30024,Suwanee,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,77,1838.041667,29.67354204,1886.35,34.23890331
94110,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,78,4690.125,177.5028316,4679.9,171.7297004
60619,Chicago,IL,Chicago-Naperville-Elgin,Cook County,79,1119.583333,32.75275646,1129.85,21.94544372
33139,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,80,2207.416667,72.03061656,2340,48.98979486
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,81,1515.291667,51.28371181,1607.9,57.03235924
90034,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,82,3130.166667,242.9911121,3241.2,242.9623633
10458,New York,NY,New York-Newark-Jersey City,Bronx County,83,1328.75,80.02929151,1340,42.13074887
44107,Lakewood,OH,Cleveland-Elyria,Cuyahoga County,84,1145,99.24716621,1145,79.88272654
78745,Austin,TX,Austin-Round Rock,Travis County,85,1498.458333,73.53895179,1602.1,68.48131132
75067,Lewisville,TX,Dallas-Fort Worth-Arlington,Denton County,86,1725,39.52847075,1721.5,32.48461174
33025,Miramar,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,87,1660.416667,18.30964379,1697.15,23.34743027
48197,Ypsilanti,MI,Ann Arbor,Washtenaw County,88,1480.916667,48.35710622,1591.3,68.02176122
2169,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,89,1867.291667,30.98148529,1922,63.09516622
66062,Olathe,KS,Kansas City,Johnson County,90,1663.333333,84.31299162,1739.75,51.16700597
23462,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,91,1297.291667,2.384483988,1337,19.89974874
44035,Elyria,OH,Cleveland-Elyria,Lorain County,92,754.7916667,14.52219326,767,23.76446928
95630,Folsom,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,93,2205.625,17.14293465,2257.25,76.11217051
90650,Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,94,2210.5,91.41697053,2346,64.96345126
11234,New York,NY,New York-Newark-Jersey City,Kings County,95,2487.5,143.0690393,2294.25,156.2771976
92683,Westminster,CA,Los Angeles-Long Beach-Anaheim,Orange County,96,2753.611111,89.39698534,2757.25,114.0090457
85710,Tucson,AZ,Tucson,Pima County,97,1013.416667,29.66537919,1081.5,21.80022936
28027,Concord,NC,Charlotte-Concord-Gastonia,Cabarrus County,98,1473.333333,41.61246475,1517.25,33.73518193
11355,New York,NY,New York-Newark-Jersey City,Queens County,99,2303.75,124.4843531,2172.5,77.82191208
19143,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,100,1083.541667,29.93844959,1132.25,27.89377171
60611,Chicago,IL,Chicago-Naperville-Elgin,Cook County,101,2049.875,31.00008401,2042.4,43.79315015
10314,New York,NY,New York-Newark-Jersey City,Richmond County,102,2187.5,103.8327983,2137.5,99.53014619
37075,Hendersonville,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,103,1672.041667,39.25103944,1690.75,19.13929205
60617,Chicago,IL,Chicago-Naperville-Elgin,Cook County,104,1181.5,25.65881915,1206.95,12.63813673
90026,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,105,3198.636364,168.8980449,3351.5,197.1427148
30281,Stockbridge,GA,Atlanta-Sandy Springs-Roswell,Henry County,106,1168.25,46.70184686,1226.15,29.52799519
32210,Jacksonville,FL,Jacksonville,Duval County,107,994.5416667,13.56382802,1054.75,17.76407892
85225,Chandler,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,108,1306.875,21.24080683,1416.5,41.59627387
11215,New York,NY,New York-Newark-Jersey City,Kings County,109,2911.458333,97.61456055,2812.45,61.54285093
94558,Napa,CA,Napa,Napa County,110,2914.375,143.9477806,3094,173.3284454
11211,New York,NY,New York-Newark-Jersey City,Kings County,111,3200.833333,73.7700067,3034,74.3236167
80134,Parker,CO,Denver-Aurora-Lakewood,Douglas County,112,2192.5,79.08987504,2265.9,72.12690205
91910,Chula Vista,CA,San Diego-Carlsbad,San Diego County,113,2189.375,160.2476111,2274.5,64.08783036
87114,Albuquerque,NM,Albuquerque,Bernalillo County,114,1282.708333,27.29961716,1302.05,41.67520246
6010,Bristol,CT,Hartford-West Hartford-East Hartford,Hartford County,115,1225,32.27486122,1298.75,18.07104037
78240,San Antonio,TX,San Antonio-New Braunfels,Bexar County,116,1189.875,69.05376076,1239.6,35.66987525
17603,Lancaster,PA,Lancaster,Lancaster County,117,1118.333333,48.96143607,1145.25,44.33466477
85308,Glendale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,118,1472.291667,44.36611805,1530,57.09640969
89108,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,119,1030.166667,33.39930971,1080.5,44.80234369
93722,Fresno,CA,Fresno,Fresno County,120,1356.25,37.53470616,1456.75,23.48004472
85281,Tempe,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,121,1417.333333,47.60179152,1514.25,78.88702365
87111,Albuquerque,NM,Albuquerque,Bernalillo County,122,1391.375,67.4086187,1390.25,49.60405729
48180,Taylor,MI,Detroit-Warren-Dearborn,Wayne County,123,937.7083333,36.44999905,951.4,22.37498603
94533,Fairfield,CA,Vallejo-Fairfield,Solano County,124,1883.416667,44.07230486,1949.25,47.09100233
43081,Westerville,OH,Columbus,Franklin County,125,1284.458333,27.03197053,1410.3,72.49386181
15601,Greensburg,PA,Pittsburgh,Westmoreland County,126,866.5909091,39.98966809,825.45,34.89014904
95608,Carmichael,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,127,1530.958333,80.76882091,1650,51.5994186
97229,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,128,2204.041667,117.2604754,2186.9,82.22523943
11238,New York,NY,New York-Newark-Jersey City,Kings County,129,2936.458333,69.28547778,2883.45,107.6191084
85364,Yuma,AZ,Yuma,Yuma County,130,923.8333333,27.89812817,937.5,16.77050983
11385,New York,NY,New York-Newark-Jersey City,Queens County,131,2179.125,123.2108838,2086.25,57.13197441
80013,Aurora,CO,Denver-Aurora-Lakewood,Arapahoe County,132,1836.458333,43.83275903,1918.1,39.83264992
77459,Missouri City,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,133,1867.291667,29.46499218,1843.5,46.58594209
33024,Pembroke Pines,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,134,1789.625,47.83179077,1857.5,39.09475668
91709,Chino Hills,CA,Riverside-San Bernardino-Ontario,San Bernardino County,135,2518.541667,41.83870732,2585,70.88723439
20906,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,136,1813.083333,72.45827343,1849.7,74.0308044
90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,137,4241.041667,358.9255644,4245.5,124.6936245
98012,Bothell,WA,Seattle-Tacoma-Bellevue,Snohomish County,138,2378.625,83.23839384,2427.65,75.7542243
76028,Burleson,TX,Dallas-Fort Worth-Arlington,Johnson County,139,1486.666667,34.72111109,1559,27.36786437
34787,Winter Garden,FL,Orlando-Kissimmee-Sanford,Orange County,140,1873.583333,55.99472941,2035.7,48.07712554
2148,Malden,MA,Boston-Cambridge-Newton,Middlesex County,141,1793.541667,34.31560525,1902.5,77.21722606
65807,Springfield,MO,Springfield,Greene County,142,788.125,17.82802686,852.75,25.25989905
33647,Tampa,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,143,1662.916667,56.02113936,1682.75,18.72331434
76063,Mansfield,TX,Dallas-Fort Worth-Arlington,Tarrant County,144,1769.75,44.89872864,1782,43.00872005
79938,El Paso,TX,El Paso,El Paso County,145,1180.166667,21.33789014,1199.5,37.51333096
60620,Chicago,IL,Chicago-Naperville-Elgin,Cook County,146,1208.333333,34.35921355,1222.5,23.58495283
95823,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,147,1467.083333,89.3893248,1525.7,38.21203999
10468,New York,NY,New York-Newark-Jersey City,Bronx County,148,1250,0,1440,42.13074887
92677,Laguna Niguel,CA,Los Angeles-Long Beach-Anaheim,Orange County,149,3133.125,112.3013292,3170,87.17797887
30040,Cumming,GA,Atlanta-Sandy Springs-Roswell,Forsyth County,150,1623,30.04441157,1665.75,42.42714343
75056,The Colony,TX,Dallas-Fort Worth-Arlington,Denton County,151,1753.125,32.74149062,1845.75,55.94696149
33009,Hallandale,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,152,1936.666667,120.2312586,2036.65,92.10593086
6902,Stamford,CT,Bridgeport-Stamford-Norwalk,Fairfield County,153,2159.166667,114.8338171,2208,95.16958548
27410,Greensboro,NC,Greensboro-High Point,Guilford County,154,1262.916667,55.94671324,1348.5,30.90711892
89121,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,155,1036.666667,62.06795111,1180,76.23155515
10028,New York,NY,New York-Newark-Jersey City,New York County,156,2979,36.46402337,2913.55,21.79271667
92345,Hesperia,CA,Riverside-San Bernardino-Ontario,San Bernardino County,157,1302.708333,16.87757182,1378,41.40953996
7302,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,158,2665,71.70541588,2675,60.20797289
65203,Columbia,MO,Columbia,Boone County,159,1116.666667,31.18047822,1142.25,45.03401492
27587,Wake Forest,NC,Raleigh,Wake County,160,1627.636364,65.84350969,1590.45,25.86160281
47906,West Lafayette,IN,Lafayette-West Lafayette,Tippecanoe County,161,1265.833333,51.05484524,1314.2,72.1388245
8753,Toms River,NJ,New York-Newark-Jersey City,Ocean County,162,1695.833333,48.76958296,1833.75,128.7014472
92336,Fontana,CA,Riverside-San Bernardino-Ontario,San Bernardino County,163,2309.166667,51.20763832,2392.25,50.13045482
92126,San Diego,CA,San Diego-Carlsbad,San Diego County,164,2226.041667,106.2007647,2291.5,121.5894732
60634,Chicago,IL,Chicago-Naperville-Elgin,Cook County,165,1741.416667,110.4639521,1763,69.15381407
30188,Woodstock,GA,Atlanta-Sandy Springs-Roswell,Cherokee County,166,1411.833333,27.3071521,1475.1,22.08936396
75228,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,167,1392.083333,44.97491585,1414.75,54.52579665
27406,Greensboro,NC,Greensboro-High Point,Guilford County,168,857.9166667,15.00809967,875.15,26.60549755
98103,Seattle,WA,Seattle-Tacoma-Bellevue,King County,169,2657.916667,147.13526,2679.9,120.2958437
77450,Cinco Ranch,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,170,1770.833333,26.04749935,1807.25,11.96087371
99301,Pasco,WA,Kennewick-Richland,Franklin County,171,1415.3125,31.58415099,1462,33.48133809
77845,College Station,TX,College Station-Bryan,Brazos County,172,1557.708333,64.1893223,1542,65.12296062
20011,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,173,2435.208333,98.90261589,2581.75,131.5582095
29732,Rock Hill,SC,Charlotte-Concord-Gastonia,York County,174,1126.363636,64.06108268,1120,56.88804795
60016,Des Plaines,IL,Chicago-Naperville-Elgin,Cook County,175,1413.333333,70.71313331,1490.25,80.50194097
76244,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,176,1712.708333,27.82868599,1740.4,24.92368352
28314,Fayetteville,NC,Fayetteville,Cumberland County,177,890.8333333,11.33455876,896,7.348469228
27610,Raleigh,NC,Raleigh,Wake County,178,1304.583333,14.49976053,1328.5,19.2418814
77095,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,179,1655.375,30.78630986,1677,23.2594067
87120,Albuquerque,NM,Albuquerque,Bernalillo County,180,1247.916667,16.00238697,1281,31.70567772
92503,Riverside,CA,Riverside-San Bernardino-Ontario,Riverside County,181,1937.666667,79.61033573,2062.75,65.70245429
91911,Chula Vista,CA,San Diego-Carlsbad,San Diego County,182,2227.777778,69.0756876,2222.25,70.94408009
21740,Hagerstown,MD,Hagerstown-Martinsburg,Washington County,183,919.125,22.59436231,958,46.14921451
94536,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,184,2851.875,126.816489,3024,151.0926868
30318,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,185,1417.916667,37.67781915,1545,45.607017
7002,Bayonne,NJ,New York-Newark-Jersey City,Hudson County,186,1585.416667,73.2136808,1647.5,50.55937104
28078,Huntersville,NC,Charlotte-Concord-Gastonia,Mecklenburg County,187,1651.166667,19.35559064,1649.3,28.2738395
23320,Chesapeake,VA,Virginia Beach-Norfolk-Newport News,Chesapeake City,188,1385.333333,42.51927667,1478,40.32369031
43230,Gahanna,OH,Columbus,Franklin County,189,1339.791667,34.22441766,1491,73.19665293
22191,Woodbridge,VA,Washington-Arlington-Alexandria,Prince William County,190,1954.583333,58.11118414,1974,84.12936467
89117,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,191,1436.458333,45.71718237,1493.45,53.85974842
46227,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,192,1002.5,14.50574599,1044.75,27.23623506
92592,Temecula,CA,Riverside-San Bernardino-Ontario,Riverside County,193,2195.75,37.35667053,2276.5,56.26055457
10027,New York,NY,New York-Newark-Jersey City,New York County,194,2693.708333,42.17743193,2670.05,26.27018272
91730,Rancho Cucamonga,CA,Riverside-San Bernardino-Ontario,San Bernardino County,195,2135.416667,53.20786022,2215,62.5199968
30080,Smyrna,GA,Atlanta-Sandy Springs-Roswell,Cobb County,196,1447.041667,54.18927413,1500.25,39.21813994
74012,Broken Arrow,OK,Tulsa,Tulsa County,197,1187.291667,42.39519348,1187.45,46.20630368
21117,Owings Mills,MD,Baltimore-Columbia-Towson,Baltimore County,198,1763.333333,68.25452773,1819.75,33.32510315
95747,Roseville,CA,Sacramento--Roseville--Arden-Arcade,Placer County,198,2152.083333,46.37745202,2202.5,46.97073557
60628,Chicago,IL,Chicago-Naperville-Elgin,Cook County,200,1306.25,32.47595264,1372.95,23.9963018
32244,Jacksonville,FL,Jacksonville,Duval County,201,1147.041667,33.37317931,1232.95,21.77894626
92109,San Diego,CA,San Diego-Carlsbad,San Diego County,202,3127.5,199.3269927,3134.5,164.2018575
30052,Loganville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,203,1443.875,38.79117436,1497.95,19.77681724
30041,Cumming,GA,Atlanta-Sandy Springs-Roswell,Forsyth County,204,1866.458333,40.67731674,1865.2,54.76869544
92101,San Diego,CA,San Diego-Carlsbad,San Diego County,205,2673.958333,43.22251455,2743,32.49615362
32822,Orlando,FL,Orlando-Kissimmee-Sanford,Orange County,206,1077.833333,59.77678386,1173.35,25.75174751
34711,Clermont,FL,Orlando-Kissimmee-Sanford,Lake County,207,1540.125,33.38170969,1625.5,32.57299495
32218,Jacksonville,FL,Jacksonville,Duval County,208,1341.666667,30.48793022,1411.5,37.4866643
7093,West New York,NJ,New York-Newark-Jersey City,Hudson County,209,2042.083333,98.82029847,2152.4,47.82091593
33186,The Crossings,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,210,1867.458333,29.88551651,1914.5,31.5
32256,Jacksonville,FL,Jacksonville,Duval County,211,1221.708333,40.69319063,1263,37.49666652
30062,Marietta,GA,Atlanta-Sandy Springs-Roswell,Cobb County,212,1764.791667,85.03245908,1794.15,80.74157851
78641,Leander,TX,Austin-Round Rock,Williamson County,212,1599.333333,35.6384234,1629.25,29.79198718
90706,Bellflower,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,214,2040,136.5650028,2213.25,112.5724767
60626,Chicago,IL,Chicago-Naperville-Elgin,Cook County,215,1353.958333,37.32540373,1380.25,43.36545284
48103,Ann Arbor,MI,Ann Arbor,Washtenaw County,216,1931.875,60.74301229,2024,81.0802072
30331,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,217,1257.208333,43.88311099,1289.25,49.11784299
2155,Medford,MA,Boston-Cambridge-Newton,Middlesex County,218,2420.833333,98.86508765,2492.35,102.1601806
75217,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,219,1141.857143,43.53546525,1167.75,46.66971716
10701,Yonkers,NY,New York-Newark-Jersey City,Westchester County,220,1889.6,66.27397679,1807.5,52.5
33012,Hialeah,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,221,1525,69.97023177,1485,40.62019202
91342,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,222,2581.5,83.785014,2786.65,90.31889337
92335,Fontana,CA,Riverside-San Bernardino-Ontario,San Bernardino County,223,1677.708333,45.84232866,1775.3,112.6745757
37130,Murfreesboro,TN,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,224,1182.916667,48.36744486,1188.45,29.73419748
95123,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,225,3007.083333,139.634319,3098.75,93.09437416
60649,Chicago,IL,Chicago-Naperville-Elgin,Cook County,226,1074.583333,24.61861874,1068.85,31.37200185
43026,Hilliard,OH,Columbus,Franklin County,227,1517.857143,28.13959372,1532.25,129.6862078
80634,Greeley,CO,Greeley,Weld County,228,1500.208333,73.35315783,1607,87.20521773
27834,Greenville,NC,Greenville,Pitt County,229,836.4583333,15.69429081,867.5,55.59901078
89052,Henderson,NV,Las Vegas-Henderson-Paradise,Clark County,230,1695.833333,77.10472676,1712.35,23.42760124
29072,Lexington,SC,Columbia,Lexington County,231,1386.458333,68.97658369,1403,42.57052971
93065,Simi Valley,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,232,2719.541667,65.706246,2760.9,80.71734634
23454,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,233,1450.833333,37.29574,1457,28.65309756
22193,Woodbridge,VA,Washington-Arlington-Alexandria,Prince William County,234,1784.166667,43.62880038,1824.2,38.50662281
75206,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,234,1952.5,128.0136711,1926.75,83.13430399
75035,Frisco,TX,Dallas-Fort Worth-Arlington,Collin County,236,1967.708333,42.64018954,1986.4,25.15233588
20001,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,237,2813.5,48.43122271,2871,97.03221115
33063,Margate,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,237,1492.625,82.24939843,1471.75,73.03295489
27858,Greenville,NC,Greenville,Pitt County,239,1005.833333,63.89553106,1023.5,32.50384593
92627,Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange County,240,2917.5,85.15304849,3125,160.3277892
33064,Pompano Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,241,1620.833333,61.30807904,1700.95,52.12602517
33311,Fort Lauderdale,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,242,1555.416667,29.09598579,1654,34.6778027
32174,Ormond Beach,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,243,1566.458333,38.39838231,1622.75,48.12029198
2360,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,244,1783.333333,62.36095645,1870,78.89866919
30022,Johns Creek,GA,Atlanta-Sandy Springs-Roswell,Fulton County,245,1873.791667,47.04229406,1919.35,39.15612979
23666,Hampton,VA,Virginia Beach-Norfolk-Newport News,Hampton City,246,1222.208333,26.58512925,1218.75,24.52677109
20878,Gaithersburg,MD,Washington-Arlington-Alexandria,Montgomery County,247,2089.791667,46.95363774,2159.2,79.99224962
